CANDIDATO_CODIGO,CANDIDATO_NOMBRE,OP_CODIGO,DIGNIDAD_CODIGO,DIGNIDAD_NOMBRE,PROVINCIA_CODIGO,PROVINCIA_NOMBRE,CANTON_CODIGO,CANTON_NOMBRE,CIRCUNSCRIPCION_CODIGO,CICUNSCRIPCION_NOMBRE,CIRCUNSCRIPCION,PARROQUIA_CODIGO,PARROQUIA_NOMBRE,JUNTA_SEXO,SUFRAGANTES,BLANCOS,NULOS,VOTOS
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5080.0,CAÑARIBAMBA,F,4163.0,206.0,457.0,359.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5080.0,CAÑARIBAMBA,M,3756.0,107.0,414.0,335.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5135.0,EL BATAN,F,5676.0,295.0,591.0,607.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5135.0,EL BATAN,M,5190.0,239.0,545.0,637.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5140.0,MACHANGARA,F,4166.0,277.0,460.0,543.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5140.0,MACHANGARA,M,3743.0,181.0,406.0,517.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5290.0,MONAY,F,5770.0,274.0,598.0,581.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5290.0,MONAY,M,4963.0,199.0,476.0,554.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5330.0,EL VECINO,F,17308.0,1146.0,2014.0,2098.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5330.0,EL VECINO,M,15841.0,916.0,1767.0,2032.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5360.0,TOTORACOCHA,F,9671.0,490.0,1187.0,1094.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5360.0,TOTORACOCHA,M,8319.0,353.0,914.0,990.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5370.0,YANUNCAY,F,10797.0,619.0,1122.0,1157.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5370.0,YANUNCAY,M,9084.0,434.0,811.0,1116.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5450.0,HUAYNACAPAC,F,7450.0,360.0,801.0,596.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5450.0,HUAYNACAPAC,M,6381.0,244.0,646.0,530.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5875.0,RAMIREZ DAVALOS,F,5283.0,271.0,580.0,550.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5875.0,RAMIREZ DAVALOS,M,4149.0,159.0,445.0,496.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5905.0,SAGRARIO,F,9097.0,462.0,962.0,880.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5905.0,SAGRARIO,M,8507.0,371.0,900.0,897.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5930.0,SAN BLAS,F,9254.0,467.0,1113.0,777.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,5930.0,SAN BLAS,M,7920.0,375.0,945.0,680.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,6010.0,SAN SEBASTIAN,F,14050.0,980.0,1640.0,1305.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,6010.0,SAN SEBASTIAN,M,12776.0,706.0,1400.0,1250.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,6090.0,SUCRE,F,9450.0,528.0,969.0,703.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,6090.0,SUCRE,M,8456.0,392.0,829.0,674.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,6865.0,HERMANO MIGUEL,F,4106.0,340.0,527.0,563.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,,6865.0,HERMANO MIGUEL,M,3595.0,230.0,443.0,586.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,285.0,BAÑOS,F,9736.0,1001.0,1097.0,1107.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,285.0,BAÑOS,M,8445.0,655.0,827.0,1012.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,730.0,CUMBE,F,2592.0,402.0,299.0,143.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,730.0,CUMBE,M,1972.0,202.0,216.0,107.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,845.0,CHAUCHA / ANGAS,F,504.0,184.0,48.0,26.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,845.0,CHAUCHA / ANGAS,M,523.0,176.0,77.0,27.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,860.0,CHECA JIDCAY,F,1088.0,166.0,118.0,222.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,860.0,CHECA JIDCAY,M,867.0,101.0,100.0,208.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,905.0,CHIQUINTAD,F,1749.0,224.0,208.0,179.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,905.0,CHIQUINTAD,M,1418.0,142.0,168.0,169.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,2255.0,LLACAO,F,1695.0,225.0,208.0,125.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,2255.0,LLACAO,M,1482.0,176.0,163.0,128.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,2430.0,MOLLETURO,F,2672.0,485.0,350.0,282.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,2430.0,MOLLETURO,M,2596.0,542.0,321.0,260.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,2570.0,MULTI /  NULTI,F,2021.0,232.0,190.0,130.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,2570.0,MULTI /  NULTI,M,1830.0,219.0,189.0,116.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,2595.0,OCTAVIO CORDERO PALACIOS,F,836.0,147.0,158.0,116.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,2595.0,OCTAVIO CORDERO PALACIOS,M,649.0,91.0,92.0,85.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,2680.0,PACCHA,F,1966.0,265.0,177.0,126.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,2680.0,PACCHA,M,1649.0,181.0,145.0,134.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,3105.0,QUINGEO,F,2669.0,555.0,361.0,138.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,3105.0,QUINGEO,M,2120.0,351.0,218.0,133.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,3165.0,RICAURTE,F,7346.0,769.0,871.0,748.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,3165.0,RICAURTE,M,6614.0,587.0,808.0,712.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,3460.0,SAN JOAQUIN,F,3683.0,380.0,425.0,297.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,3460.0,SAN JOAQUIN,M,3294.0,254.0,328.0,338.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,3685.0,SANTA ANA,F,2443.0,495.0,291.0,151.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,3685.0,SANTA ANA,M,2046.0,258.0,239.0,141.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,3795.0,SAYAUSI,F,4854.0,569.0,595.0,496.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,3795.0,SAYAUSI,M,4096.0,360.0,470.0,423.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,3850.0,SIDCAY,F,1523.0,245.0,248.0,174.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,3850.0,SIDCAY,M,1062.0,110.0,132.0,174.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,3870.0,SININCAY,F,4645.0,762.0,534.0,381.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,3870.0,SININCAY,M,3639.0,397.0,427.0,344.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,3980.0,TARQUI,F,4070.0,452.0,539.0,301.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,3980.0,TARQUI,M,3333.0,263.0,386.0,256.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,4095.0,TURI,F,2797.0,339.0,308.0,221.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,4095.0,TURI,M,2339.0,211.0,255.0,234.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,4200.0,VALLE,F,7051.0,701.0,808.0,563.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,4200.0,VALLE,M,6062.0,490.0,539.0,542.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,4225.0,VICTORIA DEL PORTETE,F,1998.0,255.0,206.0,91.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,260.0,CUENCA,0.0,0.0,CIRCUNSCRIPCION RURAL,4225.0,VICTORIA DEL PORTETE,M,1555.0,147.0,140.0,92.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,1005.0,DANIEL CORDOVA TORAL,F,723.0,141.0,105.0,55.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,1005.0,DANIEL CORDOVA TORAL,M,493.0,83.0,57.0,31.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,1760.0,LUIS CORDERO VEGA,F,255.0,73.0,28.0,7.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,1760.0,LUIS CORDERO VEGA,M,187.0,37.0,23.0,15.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,1805.0,JADAN,F,1702.0,209.0,198.0,54.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,1805.0,JADAN,M,1370.0,140.0,109.0,55.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,2385.0,MARIANO MORENO/CALLASAY,F,795.0,190.0,118.0,51.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,2385.0,MARIANO MORENO/CALLASAY,M,622.0,93.0,94.0,50.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,3160.0,REMIGIO CRESPO TORAL,F,363.0,112.0,30.0,27.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,3160.0,REMIGIO CRESPO TORAL,M,294.0,76.0,27.0,25.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,3505.0,SAN JUAN,F,1968.0,474.0,293.0,198.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,3505.0,SAN JUAN,M,1276.0,188.0,179.0,140.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,3780.0,SIMON BOLIVAR,F,289.0,66.0,28.0,23.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,3780.0,SIMON BOLIVAR,M,235.0,29.0,19.0,19.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,4340.0,ZHIDMAD,F,1021.0,195.0,147.0,56.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,4340.0,ZHIDMAD,M,843.0,119.0,122.0,43.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,5420.0,GUALACEO,F,9686.0,1197.0,1329.0,615.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,265.0,GUALACEO,0.0,0.0,,5420.0,GUALACEO,M,8065.0,755.0,948.0,559.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,270.0,GIRON,0.0,0.0,,175.0,ASUNCION,F,942.0,127.0,83.0,58.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,270.0,GIRON,0.0,0.0,,175.0,ASUNCION,M,849.0,87.0,66.0,65.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,270.0,GIRON,0.0,0.0,,885.0,SAN GERARDO,F,197.0,24.0,10.0,17.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,270.0,GIRON,0.0,0.0,,885.0,SAN GERARDO,M,170.0,20.0,15.0,9.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,270.0,GIRON,0.0,0.0,,5395.0,GIRON,F,3809.0,546.0,438.0,149.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,270.0,GIRON,0.0,0.0,,5395.0,GIRON,M,3223.0,400.0,357.0,161.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,275.0,PAUTE,0.0,0.0,,395.0,BULAN / J. VICTOR IZQUIERD,F,513.0,91.0,63.0,34.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,275.0,PAUTE,0.0,0.0,,395.0,BULAN / J. VICTOR IZQUIERD,M,458.0,75.0,39.0,28.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,275.0,PAUTE,0.0,0.0,,870.0,CHICAN / GUILLERMO ORTEGA,F,881.0,113.0,109.0,17.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,275.0,PAUTE,0.0,0.0,,870.0,CHICAN / GUILLERMO ORTEGA,M,721.0,85.0,81.0,27.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,275.0,PAUTE,0.0,0.0,,890.0,DUG-DUG,F,511.0,87.0,36.0,6.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,275.0,PAUTE,0.0,0.0,,890.0,DUG-DUG,M,385.0,55.0,26.0,11.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,275.0,PAUTE,0.0,0.0,,1455.0,GUARAINAC,F,357.0,35.0,50.0,15.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,275.0,PAUTE,0.0,0.0,,1455.0,GUARAINAC,M,394.0,53.0,39.0,15.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,275.0,PAUTE,0.0,0.0,,3375.0,SAN CRISTOBAL,F,794.0,102.0,96.0,40.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,275.0,PAUTE,0.0,0.0,,3375.0,SAN CRISTOBAL,M,672.0,80.0,101.0,37.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,275.0,PAUTE,0.0,0.0,,4050.0,TOMEBAMBA,F,499.0,80.0,56.0,23.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,275.0,PAUTE,0.0,0.0,,4050.0,TOMEBAMBA,M,408.0,60.0,45.0,20.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,275.0,PAUTE,0.0,0.0,,4565.0,EL CABO,F,607.0,46.0,106.0,20.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,275.0,PAUTE,0.0,0.0,,4565.0,EL CABO,M,478.0,36.0,56.0,20.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,275.0,PAUTE,0.0,0.0,,5775.0,PAUTE,F,6157.0,525.0,736.0,300.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,275.0,PAUTE,0.0,0.0,,5775.0,PAUTE,M,5317.0,368.0,571.0,340.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,280.0,SIGSIG,0.0,0.0,,750.0,CUTCHIL,F,564.0,65.0,64.0,21.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,280.0,SIGSIG,0.0,0.0,,750.0,CUTCHIL,M,416.0,47.0,39.0,19.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,280.0,SIGSIG,0.0,0.0,,1355.0,GIMA,F,1362.0,191.0,201.0,151.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,280.0,SIGSIG,0.0,0.0,,1355.0,GIMA,M,1071.0,99.0,127.0,118.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,280.0,SIGSIG,0.0,0.0,,1490.0,GUEL,F,539.0,82.0,60.0,88.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,280.0,SIGSIG,0.0,0.0,,1490.0,GUEL,M,340.0,44.0,23.0,60.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,280.0,SIGSIG,0.0,0.0,,2215.0,LUDO,F,1221.0,281.0,157.0,119.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,280.0,SIGSIG,0.0,0.0,,2215.0,LUDO,M,964.0,152.0,129.0,121.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,280.0,SIGSIG,0.0,0.0,,3360.0,SAN BARTOLOME,F,1424.0,315.0,227.0,195.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,280.0,SIGSIG,0.0,0.0,,3360.0,SAN BARTOLOME,M,1136.0,174.0,164.0,157.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,280.0,SIGSIG,0.0,0.0,,3495.0,SAN JOSE DE RARANGA,F,850.0,204.0,165.0,40.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,280.0,SIGSIG,0.0,0.0,,3495.0,SAN JOSE DE RARANGA,M,569.0,81.0,88.0,27.0
36102.0,MANUEL ALVARADO,148.0,2.0,PREFECTO Y VICEPREFECTO,1.0,AZUAY,280.0,SIGSIG,0.0,0.0,,6085.0,SIGSIG,F,5295.0,595.0,682.0,850.0
